id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4649879395893814,KkVADoJfw,5236311748,亭雪凌寒梅花稀,录这个视频的时候我眼泪差点流下来，刘宇，真的好多人爱你L亭雪凌寒梅花稀的微博视频,,,,,4621,2048,11208,2021-06-19 19:11,新的开始のAndroid,,"http://f.video.weibocdn.com/npXzIBmZlx07NA9zB9Vm010412008AWC0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1A0FCw2LWp6K2e&Expires=1624176061&ssig=S2ca%2Fr9Yy4&KID=unistore,video",
4650178701691656,Kl3no764M,5669012358,你踏马的是猪吗,来广州吧，疫情过后,,,,,0,0,0,2021-06-20 15:01,HUAWEI Mate 40 Pro,,,4649879395893814
4650178449246960,Kl3mYCNyw,3211064304,南方法治报,#父亲节#【女儿用手语歌向在战疫前线的爸爸送上父亲节祝福】近日，广州市公安局反恐支队参加支援荔湾抗疫工作的陈警官收到这样一个视频，内容是其妻子和女儿专门制作的父亲节手语祝福歌。视频中，陈警官的女儿以手语歌的形式，回顾了成长过程中爸爸和自己的点滴回忆，表达了自己对爸爸的思念，向爸爸表达了关心和节日祝愿。同时，也希望爸爸和队友圆满完成任务，平安回家，大家恢复往日的宁静生活。陈警官已连续在抗疫前线工作近二十多天，当他看到这条饱含孩子深情的节日祝福视频时，他落泪了，内心喷涌着一股暖流。陈警官说，虽然自己不在亲人的身边，但是和亲人的心是在一起的，他坚信有亲人的理解支持，自己的辛苦努力不会白费，他和战友们一定可以战胜疫情，早日回家和亲人团聚。#疫情防控广州公安在行动##广东疫情#L广州公安的微博视频,,,,"父亲节,疫情防控广州公安在行动,广东疫情",0,0,0,2021-06-20 15:00,微博视频号,,"http://f.video.weibocdn.com/004cpVlygx07NB6U8Qc001041200iEFP0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1624176107&ssig=IY24Nv1krG&KID=unistore,video",
4650178205714892,Kl3mAnYHG,5973220849,南充顺庆检察,【#广州636万人已完成全程接种#】“目前广州疫苗数量充足，请市民朋友积极预约、抓紧接种。”广州市卫健委副主任陈斌呼吁市民疫苗“早接种，早安全”。截至6月19日24时，全市累计接种新冠病毒疫苗1713万剂、1073万人；其中636万人已完成全程接种。#广州本轮疫情确诊病例累计出院20人#L广州日报的微博视频,,,,"广州636万人已完成全程接种,广州本轮疫情确诊病例累计出院20人",0,0,0,2021-06-20 14:59,微博视频号,,"http://f.video.weibocdn.com/000rGbvUgx07NBjbDIHl0104120012gk0E010.mp4?label=mp4_ld&template=360x638.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1CwnkDw1GXwCQx&Expires=1624176062&ssig=KPDuglz0VV&KID=unistore,video",
4650178072546042,Kl3mnaGlc,7629450090,广深yj沪小甜甜可樾,疫情快点结束，在家憋坏了#广州#L广深yj沪小甜甜可樾的微博视频,,广州·叶高国际酒店公寓（广州富力盈丰店）（原梅高酒店国际公寓）,,广州,0,1,0,2021-06-20 14:58,OPPO A11x,,"http://f.video.weibocdn.com/0026dUjfgx07NBt4Xn44010412001czU0E010.mp4?label=mp4_ld&template=360x624.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1624176107&ssig=KN%2F3pqhfYE&KID=unistore,video",
4650177765839425,Kl3lSov6h,5973220849,南充顺庆检察,【#东莞新增1例从迪拜入境复阳人员#】2021年6月19日0时至24时，东莞新增1例境外输入复阳无症状感染者（迪拜输入）。新增境外输入无症状感染者情况：女，34岁，中国籍。未接种新冠疫苗。6月10日在迪拜期间新冠病毒IgG抗体阳性，核酸和IgM抗体均为阴性。6月12日从迪拜出发，乘坐EK362航班飞抵广州白云机场入境。按全程闭环管理程序转运至我市入境人员集中隔离点。6月18日新冠病毒核酸阳性，即转市第九人民医院隔离观察。经进一步检查及专家会诊，诊断为新冠肺炎无症状感染者（复阳）。（广州日报·新花城记者汪万里）O东莞新增境外输入无症状感染者详情通报！#广东东莞疫情##东莞麻涌#,,,,"东莞新增1例从迪拜入境复阳人员,广东东莞疫情,东莞麻涌",0,0,0,2021-06-20 14:57,HUAWEI P30,['http://ww2.sinaimg.cn/large/006wf1BLgy1groqngfn03j30ix0i3aea.jpg'],,
4650177744602475,Kl3lQjjjt,3785617602,橘子味的英,疫情赶快过去吧尽管在室内上班还是很热啊在外面医护人员顶着大太阳高温帮人做核酸就更不用说了想想就😖#广州疫情#,,,,广州疫情,0,0,0,2021-06-20 14:57,iPhone客户端,,,
4650177396476192,Kl3lhraKI,7175077025,卿雪7087,墨家零售商有人出Rosé特别版PB吗？或者带买？广州因为疫情，k4不能寄到广州,,广州,,,0,0,0,2021-06-20 14:56,墨家零售商超话,,,
4650177388612076,Kl3lgA8os,6258218837,我在等一个官宣,博君一肖今天一个下午都在跟我妈叨叨如梦的事，我跟我妈说，现在广州的疫情，加上深圳的疫情，我要是看不了如梦怎么办？我妈回了一句“笑死，你抢得到票再说”,,,,,0,1,1,2021-06-20 14:56,博君一肖超话,['http://ww4.sinaimg.cn/large/006PwQBvgy1groqlw76ouj60tw1kwmzi02.jpg'],,
4650177358988836,Kl3ldBIpe,1752197992,推陈致远出新,【疫情防控】广州市卫生健康委提醒：相互拥抱、串门访友仍存风险O网页链接,,,,,0,0,0,2021-06-20 14:55,学习强国客户端,['http://ww4.sinaimg.cn/large/68706b68ly1groqlprp05j2046046wec.jpg'],,
4650177157402970,Kl3kTv3QK,3191106110,车报导,6月20日0时起，离深出省须持48小时内核酸阴性证明。广东新增病例涉及广深佛莞四地，部分区域升级疫情防控。东莞9小时连夜完成250万人核酸采样。广州将集中3天为超过35天未接种第二剂次疫苗的居民集中预约。广东东莞市南城街道一区域调整为中风险地区。深圳机场大量航班取消，所有人员进航站楼须持48小时内核酸阴性证明。深圳汽车站跨市客运线路6月19日起暂停营运。,,,,,0,0,0,2021-06-20 14:55,iPhone 8 Plus,,,
4650177145340342,Kl3kSmpgy,6042105223,第二镜头,#广州疫情#封闭区护士走访隔离居民，一下午敲门353户，手指发淤L第二镜头的微博视频,,,,广州疫情,0,0,0,2021-06-20 14:55,微博视频号,,"http://f.video.weibocdn.com/ZnIIbnnNlx07NAERnQfK010412000NdE0E010.mp4?label=mp4_ld&template=360x632.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1624176107&ssig=yeQvuDCfLG&KID=unistore,video",
4650176776245457,Kl3khqcJb,5109942065,1234567多劳多得得,☑广州疫情解封前夕的小聚⁴,,广州,,,0,2,0,2021-06-20 14:53,小米10 至尊纪念版,"['http://ww4.sinaimg.cn/large/005zONmpgy1groqiwwac1j30u00u0q8w.jpg', 'http://ww3.sinaimg.cn/large/005zONmpgy1groqixlnv4j30u00u0tfu.jpg']",,
4650176498631255,Kl3jPAdnN,2821141604,中国对外贸易杂志英文版,【#离深离莞出省需48小时内核酸阴性证明#】#深圳2病例感染Delta变异株#广东省卫健委19日通报称，6月18日0-24时，全省新增6例本土确诊病例，广州报告2例，深圳报告2例，佛山报告1例，东莞报告1例。　　据深圳市和东莞市两地政府发布的疫情信息显示，东莞市18日确诊的患者李某是深圳市18日确诊的一名患者萧某的妻子，萧某在报告阳性前曾到访深圳机场交通中心。深圳市政府通报显示，18日新增的本地确诊患者除了萧某外，还有在深圳宝安机场某餐厅担任服务员的女子朱某，而朱某携带的病毒与CA868国际航班输入的3例阳性病例和6月14日报告的确诊病例姜某完全同源，均为Delta变异株。　　东莞市新型冠状病毒肺炎疫情防控指挥部办公室19日发布文件称，封闭区域内人员足不出户；广大市民群众非必要不离莞、不出省，确需离莞出省的，须持有48小时内核酸检测阴性证明。深圳市交通运输局19日通报称，自6月20日0时起，通过各交通站场离深出省须持48小时内核酸检测阴性证明。（北京青年报）,,,,"离深离莞出省需48小时内核酸阴性证明,深圳2病例感染Delta变异株",0,0,1,2021-06-20 14:52,微博国际版,,,
4650176461407742,Kl3jM5Udw,6368905972,不加糖的芋泥波波,广州疫情情况好转原本还期盼着说是不是过两周就能去广州过周末了结果自己突然就决赛圈了还好行政安排我提前搬出原宿舍已经被贴了封条昨晚已做完本月第八次核酸今天继续广东的疫情什么时候是个头啊,,,,,0,0,0,2021-06-20 14:52,小米11 Pro,['http://ww3.sinaimg.cn/large/006X1hnSgy1groqg9ia8yj32d035c7wm.jpg'],,
4650176151555506,Kl3jh6wEO,6636705448,用户123只爱学习,#东莞麻涌#1.由于广州疫情，我们学校早就开始线上教学了。2.考完四六级去吃麦当劳没有任何错。3.错的是那女的，发烧还去吃麦当劳。,,,,东莞麻涌,0,1,0,2021-06-20 14:51,iPhone客户端,,,
4650176067931341,Kl3j8xhiR,2617970297,湖南教育电视台,【连夜发布！最新紧急提示！】当前，邻省广东的疫情形势依然严峻，截至6月19日9时，广东省共有1个高风险地区、12个中风险地区（其中广州市8个、佛山市1个、湛江市1个、东莞市1个、深圳市1个），而湘粤两省人员往来频繁，疫情输入风险极大，为进一步巩固我省疫情防控成果，湖南省疾控中心发布以下最新紧急提示：O连夜发布！最新紧急提示！,,,,,0,0,1,2021-06-20 14:50,360安全浏览器,['http://ww2.sinaimg.cn/large/9c0b0e79gy1groqgf6b1sj20p00an0t9.jpg'],,
4650112075173040,Kl1DVlHK8,1699432410,新华社,#关注广东新冠疫情#【正在直播：广州市疫情防控新闻发布会】广州市人民政府新闻办公室6月20日举办广州市疫情防控新闻发布会，市卫健委相关负责人发布广州市疫情防控工作情况，荔湾区、海珠区基层党组织、党员代表讲述防疫一线故事。#新华社直播#新华社的微博直播,,,,"关注广东新冠疫情,新华社直播",15,18,210,2021-06-20 10:36,微博原生直播,,,
4650175962288433,Kl3iY9Bkd,2380130701,夏津旅游,//@国家应急广播:#关注广东新冠疫情#【正在直播：广州市疫情防控新闻发布会】,,,国家应急广播,关注广东新冠疫情,0,0,0,2021-06-20 14:50,vivo智能手机,,,4650112075173040
4650175802377226,Kl3iI9Yqm,1154335272,狙击手伍德,#叨哥有话说#【广州累计636万人已完成全程接种】在广州市人民政府新闻办公室今天（6月20日）上午召开的疫情防控新闻发布会上，广州市卫生健康委副主任陈斌通报，截至6月19日24时，全市累计接种新冠病毒疫苗1713万剂、1073万人；其中636万人已完成全程接种。（央视新闻）,,,,叨哥有话说,1,0,2,2021-06-20 14:49,,,,
4650175777473581,Kl3iFvmdD,2178461484,白云区同德文化广场志愿驿站,广东省新冠肺炎防控指挥办疫情防控组、广东省爱国卫生运动委员会来文，6月15-21日是“爱国卫生周”。现请各级各类志愿服务组织积极开展各类型的爱国卫生运动。同德文化广场志愿驿站2021年6月18日一大早，在同德文化广场周边大搞清洁卫生，有19名志愿者参加。@广州志愿驿站@广州共青团@白云区青年志愿者协会@白云共青团,,,"广州志愿驿站,广州共青团,白云区青年志愿者协会,白云共青团",,0,0,1,2021-06-20 14:49,微博 weibo.com,"['http://ww1.sinaimg.cn/large/81d8af2cly1groqdr9r8dj21400u0u12.jpg', 'http://ww3.sinaimg.cn/large/81d8af2cly1groqdppjdnj21400u079a.jpg', 'http://ww3.sinaimg.cn/large/81d8af2cly1groqdpmp0xj21400u0jxf.jpg', 'http://ww2.sinaimg.cn/large/81d8af2cly1groqdppk2pj21400u0dju.jpg', 'http://ww1.sinaimg.cn/large/81d8af2cly1groqdq8w8xj21400u0u11.jpg', 'http://ww4.sinaimg.cn/large/81d8af2cly1groqdx1go0j21400u0e86.jpg']",,
4650175673401390,Kl3ivegR8,7287464900,非氪金玩家呀,毕业季这个月挺闲的就想着这个月18号和男朋友去长沙玩几天但是吧因为广州疫情导致我出学校也难哎真的好想毕业游啊疫情快点结束叭大家都健健康康的然后我就能快快乐乐的和男朋友见面了太难熬了,,,,,0,0,0,2021-06-20 14:49,iPhone客户端,,,
4650175576410445,Kl3ilqTEh,1154335272,狙击手伍德,#叨哥有话说#【广州封闭封控管理区紧急增加慢性病治疗用药品种】在广州市人民政府新闻办公室今天（6月20日）上午召开的疫情防控新闻发布会上，广州市卫生健康委副主任陈斌通报，目前，在管理区的9个社区卫生服务中心紧急增加了高血压、糖尿病等慢性病的治疗用药品种的供应储备，基本解决大多数慢性病患者的用药需求，对于少数特殊的药品，患者也可以向社区卫生服务中心提交预约申请，由社区卫生服务中心负责采购。（央视新闻）,,,,叨哥有话说,1,0,2,2021-06-20 14:48,,,,
4650175312955224,Kl3hVcoMU,2688123697,Poison_JY,原来有种粽子叫“西米粽”，这个宝藏还是我大学的时候端午节我朋友拿给我吃我才发现原来西米粽那么好吃！！！于是乎，每年端午节，她都给我带。毕业之后，她在广州，我也回到了我的家。哈哈哈哈哈哈但是还是每年端午将至，都说“小姐姐，给你寄粽子吃啦”今年广州突然疫情，快递寄不进去也寄不出来。原以为今年吃不到这个西米粽了，但是！！又开始包粽子了，于是乎，直到今天，我又收到了来自广州慢慢的关心和爱意女孩子嘛，无论如何，毕业之后还能联系，真好#毕业后还联系的朋友们#,,,,毕业后还联系的朋友们,0,0,0,2021-06-20 14:47,Android,['http://ww2.sinaimg.cn/large/a0398331gy1groq3lp5yxj20u00u0di6.jpg'],,
